Codigo de Atendimento;Clínica ;CPF ;Data;Dia;Tempo de Espera em minutos ;Tipo de Exame ;Horario Agendamento;Turno
311;CLIEDA;48448917340;07/ago;Qui;8;Exames de retina;14:00:00;Tarde
312;CLIGIA;71939688607;05/ago;Ter;5;Exames de retina;16:00:00;Tarde
313;CLIDRI;57977986308;06/ago;Qua;12;Exames de urina;17:00:00;Tarde
314;CLIGIA;26182668153;08/ago;Sex;7;Exames de sangue;08:00:00;Manhã 
315;CLIDRI;95441214794;07/ago;Qui;18;Exames de sangue;17:00:00;Tarde
316;CLIEDA;47638190570;07/ago;Qui;14;Exames de retina;09:00:00;Manhã 
317;CLIEDA;40773477856;06/ago;Qua;17;Exames de retina;14:00:00;Tarde
318;CLIEDA;56787993150;06/ago;Qua;10;Exames de sangue;17:00:00;Tarde
319;CLIGIA;24221406995;04/ago;Seg;14;Exames de retina;15:00:00;Tarde
320;CLIGIA;22962665909;08/ago;Sex;16;Raio-x do tórax;11:00:00;Manhã 
321;CLIEDA;97620049976;04/ago;Seg;28;Raio-x do tórax;11:00:00;Manhã 
322;CLIGIA;59781052824;07/ago;Qui;13;Raio-x do tórax;08:00:00;Manhã 
323;CLIGIA;31277543842;06/ago;Qua;18;Exames de sangue;13:00:00;Tarde
324;CLIDRI;38200315838;05/ago;Ter;6;Exames de retina;10:00:00;Manhã 
325;CLIEDA;50412799498;05/ago;Ter;20;Exames de retina;08:00:00;Manhã 
326;CLIGIA;22572736944;05/ago;Ter;5;Testes de Covid;12:00:00;Manhã 
327;CLIDRI;49494724179;07/ago;Qui;6;Exames de sangue;11:00:00;Manhã 
328;CLIDRI;76188113212;04/ago;Seg;5;Exames de sangue;17:00:00;Tarde
329;CLIGIA;20371972902;04/ago;Seg;8;Exames de sangue;09:00:00;Manhã 
330;CLIEDA;24968422139;06/ago;Qua;12;Exames de urina;14:00:00;Tarde
331;CLIEDA;11680538363;05/ago;Ter;14;Exames de urina;12:00:00;Manhã 
332;CLIDRI;65168222360;06/ago;Qua;6;Testes de Covid;11:00:00;Manhã 
333;CLIEDA;57006891468;07/ago;Qui;7;Exames de retina;10:00:00;Manhã 
334;CLIGIA;87262253650;07/ago;Qui;5;Exames de urina;14:00:00;Tarde
335;CLIGIA;95712338183;07/ago;Qui;7;Exames de retina;16:00:00;Tarde
336;CLIDRI;69082689383;07/ago;Qui;15;Exames de retina;12:00:00;Manhã 
337;CLIEDA;52330914250;05/ago;Ter;5;Exames de sangue;12:00:00;Manhã 
338;CLIEDA;95233765906;04/ago;Seg;19;Exames de sangue;12:00:00;Manhã 
339;CLIGIA;80005152760;07/ago;Qui;7;Exames de urina;10:00:00;Manhã 
340;CLIEDA;18743196371;04/ago;Seg;12;Exames de sangue;17:00:00;Tarde
341;CLIEDA;27559530866;06/ago;Qua;6;Exames de urina;12:00:00;Manhã 
342;CLIDRI;44289559151;07/ago;Qui;17;Exames de retina;10:00:00;Manhã 
343;CLIDRI;14944270140;06/ago;Qua;11;Exames de sangue;16:00:00;Tarde
344;CLIDRI;34689852838;08/ago;Sex;15;Exames de sangue;08:00:00;Manhã 
345;CLIDRI;13157310775;05/ago;Ter;10;Testes de Covid;09:00:00;Manhã 
346;CLIEDA;58873979206;07/ago;Qui;15;Exames de urina;09:00:00;Manhã 
347;CLIDRI;96331502568;06/ago;Qua;12;Exames de sangue;17:00:00;Tarde
348;CLIGIA;31850191911;05/ago;Ter;20;Testes de Covid;08:00:00;Manhã 
349;CLIGIA;53477721705;06/ago;Qua;14;Testes de Covid;13:00:00;Tarde
350;CLIDRI;56276008301;08/ago;Sex;12;Raio-x do tórax;10:00:00;Manhã 
351;CLIGIA;84725562133;05/ago;Ter;16;Exames de retina;17:00:00;Tarde
352;CLIDRI;46842685018;04/ago;Seg;13;Exames de sangue;08:00:00;Manhã 
353;CLIGIA;66902509949;08/ago;Sex;11;Testes de Covid;11:00:00;Manhã 
354;CLIGIA;47795801334;05/ago;Ter;16;Testes de Covid;12:00:00;Manhã 
355;CLIGIA;20318074856;04/ago;Seg;12;Exames de sangue;17:00:00;Tarde
356;CLIGIA;81769953455;06/ago;Qua;6;Exames de sangue;11:00:00;Manhã 
357;CLIGIA;59492216443;04/ago;Seg;11;Exames de urina;11:00:00;Manhã 
358;CLIDRI;53207818770;07/ago;Qui;12;Raio-x do tórax;15:00:00;Tarde
359;CLIGIA;48791286695;04/ago;Seg;18;Testes de Covid;08:00:00;Manhã 
360;CLIDRI;87933560712;08/ago;Sex;9;Testes de Covid;12:00:00;Manhã 
361;CLIEDA;45048501237;07/ago;Qui;18;Exames de sangue;08:00:00;Manhã 
362;CLIGIA;96483430391;05/ago;Ter;14;Raio-x do tórax;14:00:00;Tarde
363;CLIDRI;63881000168;07/ago;Qui;6;Raio-x do tórax;17:00:00;Tarde
364;CLIDRI;37081618867;06/ago;Qua;6;Exames de urina;13:00:00;Tarde
365;CLIDRI;69808952090;05/ago;Ter;16;Exames de urina;16:00:00;Tarde
366;CLIEDA;20213346418;08/ago;Sex;19;Exames de urina;09:00:00;Manhã 
367;CLIGIA;30062014005;08/ago;Sex;10;Testes de Covid;10:00:00;Manhã 
368;CLIDRI;29636757149;06/ago;Qua;20;Exames de urina;13:00:00;Tarde
369;CLIEDA;13427742050;07/ago;Qui;9;Exames de retina;15:00:00;Tarde
370;CLIDRI;96242900418;07/ago;Qui;16;Testes de Covid;13:00:00;Tarde
371;CLIEDA;18311205279;07/ago;Qui;9;Exames de retina;12:00:00;Manhã 
372;CLIDRI;28407276998;04/ago;Seg;6;Exames de urina;14:00:00;Tarde
373;CLIGIA;29947690029;08/ago;Sex;11;Testes de Covid;16:00:00;Tarde
374;CLIGIA;34182581464;06/ago;Qua;13;Exames de urina;12:00:00;Manhã 
375;CLIDRI;48238580644;08/ago;Sex;6;Raio-x do tórax;10:00:00;Manhã 
376;CLIDRI;16125429893;04/ago;Seg;6;Exames de urina;17:00:00;Tarde
377;CLIDRI;77933095813;08/ago;Sex;11;Raio-x do tórax;17:00:00;Tarde
378;CLIDRI;62228457542;08/ago;Sex;5;Exames de sangue;16:00:00;Tarde
379;CLIDRI;16094916724;05/ago;Ter;18;Testes de Covid;10:00:00;Manhã 
380;CLIEDA;45533308335;07/ago;Qui;16;Testes de Covid;16:00:00;Tarde
381;CLIEDA;67583590184;04/ago;Seg;7;Exames de urina;09:00:00;Manhã 
382;CLIEDA;60252333951;05/ago;Ter;5;Exames de urina;11:00:00;Manhã 
383;CLIGIA;35317659982;04/ago;Seg;15;Raio-x do tórax;16:00:00;Tarde
384;CLIEDA;33850456225;08/ago;Sex;5;Exames de sangue;15:00:00;Tarde
385;CLIEDA;44196525113;08/ago;Sex;19;Exames de retina;12:00:00;Manhã 
386;CLIGIA;36611584397;04/ago;Seg;9;Exames de retina;09:00:00;Manhã 
387;CLIDRI;82167108249;05/ago;Ter;8;Exames de urina;09:00:00;Manhã 
388;CLIDRI;51842780658;08/ago;Sex;14;Exames de sangue;09:00:00;Manhã 
389;CLIEDA;33069489687;04/ago;Seg;5;Exames de sangue;15:00:00;Tarde
390;CLIDRI;86662586947;08/ago;Sex;9;Testes de Covid;14:00:00;Tarde
391;CLIEDA;11401481632;04/ago;Seg;14;Testes de Covid;17:00:00;Tarde
392;CLIDRI;95513738229;06/ago;Qua;9;Exames de retina;11:00:00;Manhã 
393;CLIGIA;92659177090;04/ago;Seg;8;Sorologia para Hepatites;10:00:00;Manhã 
394;CLIGIA;70276409905;05/ago;Ter;13;Exames de retina;12:00:00;Manhã 
395;CLIGIA;15102456684;04/ago;Seg;7;Sorologia para Hepatites;11:00:00;Manhã 
396;CLIDRI;25935801280;05/ago;Ter;12;Testes de Covid;13:00:00;Tarde
397;CLIGIA;96835139397;07/ago;Qui;10;Exames de retina;08:00:00;Manhã 
398;CLIGIA;87831349548;08/ago;Sex;7;Sorologia para Hepatites;14:00:00;Tarde
399;CLIEDA;63055830216;08/ago;Sex;6;Testes de Covid;13:00:00;Tarde
400;CLIDRI;56184791365;05/ago;Ter;7;Exames de retina;11:00:00;Manhã 
401;CLIDRI;32969259488;08/ago;Sex;10;Exames de urina;08:00:00;Manhã 
402;CLIGIA;33756168646;08/ago;Sex;14;Exames de urina;08:00:00;Manhã 
403;CLIGIA;15012233099;08/ago;Sex;10;Exames de urina;08:00:00;Manhã 
404;CLIGIA;87463534742;08/ago;Sex;11;Exames de urina;12:00:00;Manhã 
405;CLIGIA;91808633775;08/ago;Sex;7;Exames de urina;11:00:00;Manhã 
406;CLIGIA;76414072176;08/ago;Sex;17;Exames de urina;08:00:00;Manhã 
407;CLIEDA;80527065226;08/ago;Sex;17;Exames de urina;09:00:00;Manhã 
408;CLIEDA;78900439630;08/ago;Sex;19;Exames de urina;13:00:00;Tarde
409;CLIGIA;40927462332;08/ago;Sex;16;Exames de urina;08:00:00;Manhã 
410;CLIGIA;83174527966;08/ago;Sex;11;Exames de urina;13:00:00;Tarde
411;CLIEDA;70120557011;05/ago;Ter;10;Exames de urina;16:00:00;Tarde
412;CLIGIA;57792353480;08/ago;Sex;10;Exames de urina;08:00:00;Manhã 
413;CLIDRI;57887724019;06/ago;Qua;9;Exames de urina;15:00:00;Tarde
414;CLIDRI;81972949195;08/ago;Sex;8;Exames de urina;09:00:00;Manhã 
415;CLIGIA;87219718007;05/ago;Ter;6;Exames de urina;17:00:00;Tarde
416;CLIEDA;83478151426;06/ago;Qua;8;Exames de urina;17:00:00;Tarde
417;CLIDRI;34778002535;04/ago;Seg;9;Exames de urina;08:00:00;Manhã 
418;CLIEDA;49061349705;05/ago;Ter;5;Exames de urina;12:00:00;Manhã 
419;CLIGIA;43060818060;07/ago;Qui;7;Exames de urina;14:00:00;Tarde
420;CLIGIA;33459931212;05/ago;Ter;10;Exames de urina;12:00:00;Manhã 
421;CLIDRI;15679983433;05/ago;Ter;9;Exames de urina;14:00:00;Tarde
422;CLIGIA;22115505703;05/ago;Ter;10;Exames de urina;11:00:00;Manhã 
423;CLIDRI;64928486618;07/ago;Qui;9;Exames de urina;17:00:00;Tarde
424;CLIGIA;40041778106;05/ago;Ter;8;Exames de urina;10:00:00;Manhã 
425;CLIGIA;48480568908;05/ago;Ter;9;Exames de urina;08:00:00;Manhã 
426;CLIEDA;97416251707;08/ago;Sex;7;Exames de urina;10:00:00;Manhã 
427;CLIDRI;11151729013;08/ago;Sex;5;Exames de urina;12:00:00;Manhã 
428;CLIDRI;88929395476;05/ago;Ter;9;Exames de urina;14:00:00;Tarde
429;CLIGIA;94623097161;05/ago;Ter;9;Exames de urina;17:00:00;Tarde
430;CLIEDA;19189831977;06/ago;Qua;10;Exames de urina;17:00:00;Tarde
431;CLIGIA;97872167023;05/ago;Ter;8;Exames de urina;13:00:00;Tarde
432;CLIGIA;68983732037;05/ago;Ter;10;Exames de urina;15:00:00;Tarde
433;CLIGIA;80270969457;04/ago;Seg;6;Exames de urina;09:00:00;Manhã 
434;CLIEDA;15201737489;06/ago;Qua;5;Exames de urina;13:00:00;Tarde
435;CLIGIA;71336413603;07/ago;Qui;6;Exames de urina;16:00:00;Tarde
436;CLIGIA;43178185280;07/ago;Qui;10;Exames de urina;09:00:00;Manhã 
437;CLIEDA;62073240787;07/ago;Qui;10;Exames de urina;16:00:00;Tarde
438;CLIEDA;65148323411;05/ago;Ter;8;Exames de urina;08:00:00;Manhã 
439;CLIEDA;29706911269;07/ago;Qui;5;Exames de urina;10:00:00;Manhã 
440;CLIGIA;48002340397;08/ago;Sex;10;Exames de urina;08:00:00;Manhã 
441;CLIGIA;37579415528;07/ago;Qui;10;Exames de urina;16:00:00;Tarde
442;CLIGIA;57942083752;05/ago;Ter;9;Exames de urina;12:00:00;Manhã 
443;CLIDRI;74996137889;08/ago;Sex;7;Exames de urina;13:00:00;Tarde
444;CLIDRI;13750659571;08/ago;Sex;10;Exames de urina;13:00:00;Tarde
445;CLIGIA;59928117889;07/ago;Qui;6;Exames de urina;11:00:00;Manhã 
446;CLIDRI;96241697462;05/ago;Ter;7;Exames de urina;12:00:00;Manhã 
447;CLIEDA;15558584511;06/ago;Qua;8;Exames de urina;14:00:00;Tarde
448;CLIGIA;61858904730;04/ago;Seg;10;Exames de urina;12:00:00;Manhã 
449;CLIEDA;24985283465;04/ago;Seg;6;Exames de urina;10:00:00;Manhã 
450;CLIGIA;56989103180;08/ago;Sex;5;Exames de urina;16:00:00;Tarde
451;CLIGIA;44986192324;04/ago;Seg;7;Exames de urina;12:00:00;Manhã 
452;CLIDRI;28461470326;08/ago;Sex;5;Exames de urina;09:00:00;Manhã 
453;CLIGIA;77721293648;07/ago;Qui;7;Exames de urina;09:00:00;Manhã 
454;CLIEDA;94192358929;08/ago;Sex;5;Exames de urina;16:00:00;Tarde
455;CLIDRI;93191031405;05/ago;Ter;9;Exames de urina;09:00:00;Manhã 
456;CLIGIA;19747749162;06/ago;Qua;7;Exames de urina;10:00:00;Manhã 
457;CLIEDA;73900752655;04/ago;Seg;9;Exames de urina;08:00:00;Manhã 
458;CLIDRI;48619644387;06/ago;Qua;7;Exames de urina;09:00:00;Manhã 
459;CLIGIA;51281673919;04/ago;Seg;9;Exames de urina;10:00:00;Manhã 
460;CLIGIA;66192707903;08/ago;Sex;6;Exames de urina;10:00:00;Manhã 
461;CLIDRI;89359092041;07/ago;Qui;5;Exames de urina;09:00:00;Manhã 
462;CLIEDA;19412548017;04/ago;Seg;6;Exames de retina;08:00:00;Manhã 
463;CLIDRI;63001234536;06/ago;Qua;7;Exames de urina;09:00:00;Manhã 
464;CLIDRI;29727395062;06/ago;Qua;10;Sorologia para Hepatites;09:00:00;Manhã 
465;CLIEDA;67515556432;04/ago;Seg;5;Testes de Covid;09:00:00;Manhã 
466;CLIDRI;63655056649;08/ago;Sex;10;Sorologia para Hepatites;08:00:00;Manhã 
467;CLIGIA;83389041327;05/ago;Ter;7;Exames de sangue;09:00:00;Manhã 
468;CLIGIA;44416758316;04/ago;Seg;10;Raio-x do tórax;09:00:00;Manhã 
469;CLIEDA;87457796108;04/ago;Seg;9;Exames de retina;09:00:00;Manhã 
470;CLIEDA;36348660467;04/ago;Seg;9;Exames de sangue;09:00:00;Manhã 
471;CLIEDA;94330760917;04/ago;Seg;8;Exames de urina;09:00:00;Manhã 
472;CLIDRI;11865681647;07/ago;Qui;9;Exames de retina;08:00:00;Manhã 
473;CLIGIA;97738160323;06/ago;Qua;6;Exames de retina;10:00:00;Manhã 
474;CLIEDA;72333668386;04/ago;Seg;5;Testes de Covid;08:00:00;Manhã 
475;CLIDRI;98977438525;06/ago;Qua;10;Sorologia para Hepatites;09:00:00;Manhã 
476;CLIGIA;92023970637;05/ago;Ter;5;Sorologia para Hepatites;10:00:00;Manhã 
477;CLIDRI;50804084634;08/ago;Sex;7;Raio-x do tórax;10:00:00;Manhã 
478;CLIEDA;35380062491;08/ago;Sex;9;Exames de retina;09:00:00;Manhã 
479;CLIGIA;75894102229;06/ago;Qua;7;Exames de urina;10:00:00;Manhã 
480;CLIEDA;74565528875;08/ago;Sex;5;Exames de urina;10:00:00;Manhã 
481;CLIGIA;59344332255;05/ago;Ter;10;Raio-x do tórax;10:00:00;Manhã 
482;CLIGIA;58077987700;04/ago;Seg;6;Exames de urina;09:00:00;Manhã 
483;CLIDRI;38505418356;07/ago;Qui;9;Raio-x do tórax;08:00:00;Manhã 
484;CLIGIA;79912799175;08/ago;Sex;5;Raio-x do tórax;09:00:00;Manhã 
485;CLIEDA;72666431807;07/ago;Qui;6;Raio-x do tórax;09:00:00;Manhã 
486;CLIGIA;35433113381;05/ago;Ter;6;Raio-x do tórax;08:00:00;Manhã 
487;CLIDRI;64002322033;04/ago;Seg;6;Raio-x do tórax;10:00:00;Manhã 
488;CLIDRI;19724428615;06/ago;Qua;7;Raio-x do tórax;10:00:00;Manhã 
489;CLIEDA;47239650881;06/ago;Qua;6;Raio-x do tórax;08:00:00;Manhã 
490;CLIGIA;74448094838;05/ago;Ter;9;Raio-x do tórax;09:00:00;Manhã 
491;CLIEDA;87743952043;06/ago;Qua;5;Raio-x do tórax;10:00:00;Manhã 
492;CLIDRI;92805553775;05/ago;Ter;9;Raio-x do tórax;08:00:00;Manhã 
493;CLIDRI;51916188756;08/ago;Sex;5;Raio-x do tórax;08:00:00;Manhã 
494;CLIDRI;45141345950;06/ago;Qua;6;Raio-x do tórax;08:00:00;Manhã 
495;CLIGIA;92794747657;08/ago;Sex;9;Raio-x do tórax;09:00:00;Manhã 
496;CLIGIA;90970581346;07/ago;Qui;6;Raio-x do tórax;10:00:00;Manhã 
497;CLIGIA;36527352574;05/ago;Ter;9;Raio-x do tórax;10:00:00;Manhã 
498;CLIGIA;97219859601;04/ago;Seg;9;Raio-x do tórax;10:00:00;Manhã 
499;CLIGIA;44685620553;07/ago;Qui;8;Raio-x do tórax;10:00:00;Manhã 
500;CLIDRI;37894881327;06/ago;Qua;5;Raio-x do tórax;09:00:00;Manhã 
501;CLIEDA;66048602870;08/ago;Sex;9;Raio-x do tórax;10:00:00;Manhã 
502;CLIGIA;96470266709;08/ago;Sex;5;Raio-x do tórax;10:00:00;Manhã 
503;CLIGIA;64465628597;07/ago;Qui;5;Raio-x do tórax;09:00:00;Manhã 
504;CLIDRI;18037525794;06/ago;Qua;8;Raio-x do tórax;08:00:00;Manhã 
505;CLIEDA;45244538006;05/ago;Ter;8;Raio-x do tórax;08:00:00;Manhã 
506;CLIGIA;77042370716;08/ago;Sex;8;Raio-x do tórax;08:00:00;Manhã 
507;CLIEDA;91164357064;08/ago;Sex;5;Raio-x do tórax;09:00:00;Manhã 
508;CLIGIA;57167520362;08/ago;Sex;6;Testes de Covid;08:00:00;Manhã 
509;CLIGIA;59499994965;06/ago;Qua;5;Exames de sangue;09:00:00;Manhã 
510;CLIGIA;13825164289;06/ago;Qua;7;Testes de Covid;10:00:00;Manhã 
511;CLIEDA;44851597312;07/ago;Qui;5;Raio-x do tórax;08:00:00;Manhã 
512;CLIGIA;76530325231;07/ago;Qui;6;Testes de Covid;10:00:00;Manhã 
513;CLIGIA;68263645715;06/ago;Qua;8;Testes de Covid;10:00:00;Manhã 
514;CLIDRI;62336909245;05/ago;Ter;6;Testes de Covid;09:00:00;Manhã 
515;CLIDRI;83973380134;06/ago;Qua;5;Exames de retina;09:00:00;Manhã 
516;CLIDRI;92001734162;06/ago;Qua;7;Exames de retina;10:00:00;Manhã 
517;CLIEDA;85552663372;08/ago;Sex;10;Exames de retina;11:00:00;Manhã 
518;CLIGIA;34798716980;07/ago;Qui;5;Exames de sangue;11:00:00;Manhã 
519;CLIGIA;45580475376;07/ago;Qui;5;Exames de retina;10:00:00;Manhã 
520;CLIEDA;79827242576;07/ago;Qui;9;Testes de Covid;12:00:00;Manhã 
521;CLIGIA;24914073541;06/ago;Qua;6;Exames de urina;11:00:00;Manhã 
522;CLIGIA;37294865689;08/ago;Sex;8;Exames de sangue;09:00:00;Manhã 
523;CLIGIA;96801216344;06/ago;Qua;7;Testes de Covid;13:00:00;Tarde
524;CLIDRI;77077259391;06/ago;Qua;10;Exames de retina;09:00:00;Manhã 
525;CLIEDA;93865523707;06/ago;Qua;9;Raio-x do tórax;10:00:00;Manhã 
526;CLIEDA;97868685432;05/ago;Ter;5;Exames de sangue;13:00:00;Tarde
527;CLIEDA;38933956477;04/ago;Seg;10;Exames de sangue;13:00:00;Tarde
528;CLIEDA;57362417347;07/ago;Qui;5;Testes de Covid;10:00:00;Manhã 
529;CLIGIA;28286988562;05/ago;Ter;6;Testes de Covid;13:00:00;Tarde
530;CLIGIA;34921872224;06/ago;Qua;5;Raio-x do tórax;08:00:00;Manhã 
531;CLIGIA;69984500196;06/ago;Qua;10;Testes de Covid;11:00:00;Manhã 
532;CLIDRI;94496910496;07/ago;Qui;0;Sorologia para Hepatites;13:00:00;Tarde
533;CLIGIA;37634090391;06/ago;Qua;7;Raio-x do tórax;10:00:00;Manhã 
534;CLIDRI;25369925753;05/ago;Ter;5;Raio-x do tórax;08:00:00;Manhã 
535;CLIEDA;79477050749;07/ago;Qui;9;Raio-x do tórax;08:00:00;Manhã 
536;CLIGIA;85785550672;07/ago;Qui;6;Raio-x do tórax;10:00:00;Manhã 
537;CLIDRI;13282142467;04/ago;Seg;9;Raio-x do tórax;08:00:00;Manhã 
538;CLIEDA;78440968392;07/ago;Qui;6;Raio-x do tórax;12:00:00;Manhã 
539;CLIEDA;40227532945;08/ago;Sex;7;Raio-x do tórax;13:00:00;Tarde
540;CLIDRI;77908734526;05/ago;Ter;5;Raio-x do tórax;09:00:00;Manhã 
541;CLIEDA;63948031644;06/ago;Qua;7;Raio-x do tórax;11:00:00;Manhã 
542;CLIEDA;54326440231;04/ago;Seg;28;Raio-x do tórax;11:00:00;Manhã 
543;CLIDRI;88892542372;06/ago;Qua;9;Raio-x do tórax;08:00:00;Manhã 
544;CLIGIA;97471075486;08/ago;Sex;5;Raio-x do tórax;08:00:00;Manhã 
545;CLIDRI;95297657032;06/ago;Qua;6;Raio-x do tórax;13:00:00;Tarde
546;CLIGIA;22087823832;05/ago;Ter;10;Raio-x do tórax;11:00:00;Manhã 
547;CLIEDA;86563167944;05/ago;Ter;9;Raio-x do tórax;09:00:00;Manhã 
548;CLIEDA;81032643084;05/ago;Ter;6;Raio-x do tórax;09:00:00;Manhã 
549;CLIEDA;94104824610;05/ago;Ter;9;Raio-x do tórax;12:00:00;Manhã 
550;CLIGIA;41079795826;05/ago;Ter;9;Raio-x do tórax;12:00:00;Manhã 
551;CLIGIA;81662306239;05/ago;Ter;5;Raio-x do tórax;08:00:00;Manhã 
552;CLIDRI;49212621133;06/ago;Qua;10;Raio-x do tórax;13:00:00;Tarde
553;CLIDRI;65170001975;08/ago;Sex;8;Raio-x do tórax;13:00:00;Tarde
554;CLIEDA;90937177671;08/ago;Sex;9;Raio-x do tórax;12:00:00;Manhã 
555;CLIDRI;18019352532;08/ago;Sex;8;Raio-x do tórax;08:00:00;Manhã 
556;CLIEDA;85411548737;08/ago;Sex;8;Raio-x do tórax;13:00:00;Tarde
557;CLIDRI;46178362269;08/ago;Sex;7;Raio-x do tórax;09:00:00;Manhã 
558;CLIGIA;18140235209;08/ago;Sex;5;Raio-x do tórax;11:00:00;Manhã 
559;CLIDRI;88341004454;08/ago;Sex;5;Raio-x do tórax;08:00:00;Manhã 
560;CLIGIA;16581110798;08/ago;Sex;9;Raio-x do tórax;12:00:00;Manhã 
561;CLIEDA;79952641965;08/ago;Sex;8;Raio-x do tórax;11:00:00;Manhã 
562;CLIEDA;32856011742;08/ago;Sex;7;Raio-x do tórax;11:00:00;Manhã 
563;CLIEDA;29586700436;08/ago;Sex;5;Raio-x do tórax;12:00:00;Manhã 
564;CLIEDA;69396794897;08/ago;Sex;6;Raio-x do tórax;10:00:00;Manhã 
565;CLIGIA;15754234248;08/ago;Sex;5;Raio-x do tórax;12:00:00;Manhã 
566;CLIEDA;64875959545;08/ago;Sex;8;Raio-x do tórax;12:00:00;Manhã 
567;CLIGIA;37761167494;08/ago;Sex;6;Raio-x do tórax;12:00:00;Manhã 
568;CLIGIA;55535669757;08/ago;Sex;9;Raio-x do tórax;08:00:00;Manhã 
569;CLIDRI;68327136819;08/ago;Sex;8;Sorologia para Hepatites;09:00:00;Manhã 
570;CLIGIA;70758334447;07/ago;Qui;10;Exames de retina;11:00:00;Manhã 
571;CLIEDA;54792849196;08/ago;Sex;8;Sorologia para Hepatites;12:00:00;Manhã 
572;CLIEDA;64664610559;04/ago;Seg;28;Raio-x do tórax;09:00:00;Manhã 
573;CLIGIA;50972250876;08/ago;Sex;10;Exames de retina;12:00:00;Manhã 
574;CLIGIA;99899724752;07/ago;Qui;9;Raio-x do tórax;08:00:00;Manhã 
575;CLIGIA;29641876218;06/ago;Qua;9;Sorologia para Hepatites;09:00:00;Manhã 
576;CLIDRI;12957559936;06/ago;Qua;5;Sorologia para Hepatites;11:00:00;Manhã 
577;CLIEDA;47318150681;08/ago;Sex;9;Raio-x do tórax;10:00:00;Manhã 
578;CLIGIA;27297486745;04/ago;Seg;5;Raio-x do tórax;11:00:00;Manhã 
579;CLIDRI;68582958722;06/ago;Qua;6;Raio-x do tórax;08:00:00;Manhã 
580;CLIGIA;72016466719;08/ago;Sex;6;Sorologia para Hepatites;10:00:00;Manhã 
581;CLIDRI;46591284037;08/ago;Sex;7;Exames de retina;10:00:00;Manhã 
582;CLIDRI;72190179933;07/ago;Qui;6;Raio-x do tórax;11:00:00;Manhã 
583;CLIEDA;26337857154;04/ago;Seg;10;Sorologia para Hepatites;12:00:00;Manhã 
584;CLIEDA;82688891350;06/ago;Qua;5;Exames de retina;11:00:00;Manhã 
585;CLIEDA;57863728552;08/ago;Sex;9;Raio-x do tórax;12:00:00;Manhã 
586;CLIEDA;96130214076;06/ago;Qua;5;Raio-x do tórax;09:00:00;Manhã 
587;CLIEDA;76958274519;07/ago;Qui;7;Raio-x do tórax;13:00:00;Tarde
588;CLIDRI;32961622601;07/ago;Qui;7;Sorologia para Hepatites;08:00:00;Manhã 
589;CLIGIA;15725640159;06/ago;Qua;9;Exames de retina;08:00:00;Manhã 
590;CLIGIA;89243964458;06/ago;Qua;8;Raio-x do tórax;08:00:00;Manhã 
591;CLIEDA;30532049711;05/ago;Ter;10;Exames de retina;08:00:00;Manhã 
592;CLIDRI;31350547251;06/ago;Qua;7;Raio-x do tórax;08:00:00;Manhã 
593;CLIDRI;57140525461;05/ago;Ter;9;Exames de retina;08:00:00;Manhã 
594;CLIGIA;11712793680;06/ago;Qua;5;Exames de retina;08:00:00;Manhã 
595;CLIDRI;76527560598;06/ago;Qua;5;Raio-x do tórax;08:00:00;Manhã 
596;CLIGIA;79976120835;05/ago;Ter;6;Sorologia para Hepatites;08:00:00;Manhã 
597;CLIDRI;42362135538;04/ago;Seg;7;Exames de retina;08:00:00;Manhã 
598;CLIDRI;67488391693;04/ago;Seg;8;Exames de retina;08:00:00;Manhã 
599;CLIEDA;79075952223;05/ago;Ter;5;Sorologia para Hepatites;08:00:00;Manhã 
600;CLIDRI;15575553905;04/ago;Seg;6;Exames de retina;08:00:00;Manhã 
601;CLIDRI;69218999388;05/ago;Ter;7;Exames de retina;08:00:00;Manhã 
602;CLIDRI;30850934433;08/ago;Sex;8;Sorologia para Hepatites;08:00:00;Manhã 
603;CLIEDA;98202251693;08/ago;Sex;6;Sorologia para Hepatites;08:00:00;Manhã 
604;CLIEDA;46045953596;07/ago;Qui;6;Raio-x do tórax;08:00:00;Manhã 
605;CLIEDA;21451893480;08/ago;Sex;7;Exames de retina;08:00:00;Manhã 
606;CLIGIA;51441111458;04/ago;Seg;5;Exames de retina;08:00:00;Manhã 
607;CLIEDA;65825831656;05/ago;Ter;9;Exames de retina;08:00:00;Manhã 
608;CLIEDA;21728500047;05/ago;Ter;6;Sorologia para Hepatites;08:00:00;Manhã 
609;CLIGIA;98232549957;08/ago;Sex;6;Exames de retina;08:00:00;Manhã 
610;CLIDRI;69942855411;08/ago;Sex;9;Raio-x do tórax;08:00:00;Manhã 
611;CLIEDA;14851129807;05/ago;Ter;6;Sorologia para Hepatites;08:00:00;Manhã 
612;CLIGIA;24662985319;05/ago;Ter;8;Sorologia para Hepatites;08:00:00;Manhã 
613;CLIDRI;36779803296;08/ago;Sex;8;Sorologia para Hepatites;08:00:00;Manhã 
614;CLIGIA;95812440779;08/ago;Sex;8;Sorologia para Hepatites;08:00:00;Manhã 
615;CLIEDA;65899160679;07/ago;Qui;8;Raio-x do tórax;08:00:00;Manhã 
616;CLIGIA;69630173224;07/ago;Qui;6;Sorologia para Hepatites;08:00:00;Manhã 
617;CLIDRI;87118844306;06/ago;Qua;6;Sorologia para Hepatites;08:00:00;Manhã 
